1,1,こめ　［うるち米製品］　水稲全かゆ　レトルト　精白米,37,90.7,0.6,0.1,0.5,8.6,1,6,2,2,7,0.1,0.1,0.01,0.06,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.03,0.1,0,0,食塩無添加品食物繊維：AOAC2011.25法
2,1,こめ　［水稲めし］　精白米　うるち米,156,60,2.5,0.3,1.5,37.1,1,29,3,7,34,0.1,0.6,0.1,0.35,0,1,0,30,0,0,0,0,0.02,0.01,0.2,0.02,0,3,0.25,0.5,0,0,精白米47 g相当量を含む食物繊維：AOAC2011.25法
3,1,こめ　［水稲めし］　七分つき米,160,60,2.6,0.5,0.5,36.7,1,35,4,13,44,0.2,0.7,0.11,0.46,0,1,0,35,0,0,0.1,0,0.06,0.01,0.8,0.03,0,5,0.26,0.9,0,0,うるち米七分つき米47 g相当量を含む
4,1,こめ　［水稲めし］　半つき米,154,60,2.7,0.6,0.8,36.4,1,43,4,22,53,0.2,0.7,0.11,0.6,0,1,0,34,0,0,0.2,0,0.08,0.01,1.6,0.07,0,6,0.35,1.2,0,0,うるち米半つき米47 g相当量を含む
5,1,こめ　［水稲めし］　はいが精米,159,60,2.7,0.6,0.8,36.4,1,51,5,24,68,0.2,0.7,0.1,0.68,0,1,1,28,0,0,0.4,0,0.08,0.01,0.8,0.09,0,6,0.44,1,0,0,うるち米はいが精白米47 g相当量を含む
6,1,こめ　［水稲めし］　玄米,152,60,2.8,1,1.4,35.6,1,95,7,49,130,0.6,0.8,0.12,1.04,0,1,0,34,0,0,0.5,0,0.16,0.02,2.9,0.21,0,10,0.65,2.5,0,0,うるち米玄米47 g相当量を含む
7,1,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター,132,65.5,3.3,0.5,1.9,30.2,64,67,84,6,51,0.2,0.1,0.04,0.2,1,1,1,3,3,0,0.1,0,0.04,0.16,0.4,0.02,0,3,0.19,0.5,0,0.2,天ぷら粉39、水61加熱によりベーキングパウダーから発生する二酸化炭素等： 0.1 g食物繊維：AOAC2011.25法
8,1,こめ　［水稲めし］　精白米　もち米,188,52.1,3.5,0.5,0.4,43.9,0,28,2,5,19,0.1,0.8,0.11,0.5,0,1,0,48,0,0,0,0,0.03,0.01,0.2,0.02,0,4,0.3,0.5,0,0,精白米55 g相当量を含む
9,1,こめ　［水稲めし］　赤米,150,61.3,3.8,1.3,3.4,32.7,1,120,5,55,150,0.5,1,0.12,1,0,1,0,24,0,0,0.6,0,0.15,0.02,2.8,0.19,0,9,0.47,2.8,0,0,ポリフェノール：（0.2）ｇ食物繊維：AOAC2011.25法
10,1,こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター　揚げ,588,10.2,4.3,47.7,3.3,37,79,93,100,8,63,0.3,0.1,0.04,0.26,0,1,2,4,0,0,7.6,81,0.05,0.14,0.5,0.03,0,4,0.21,0.7,0,0.2,別名： 揚げ玉、天かす植物油（なたね油）調理による脂質の増減：第1章表13参照加熱によりベーキングパウダーから発生する二酸化炭素等： 0.2 g食物繊維：AOAC2011.25法
11,1,あわ　あわもち,210,48,5.1,1.3,1.5,45.3,0,62,5,12,39,0.7,1.1,0.2,0.46,0,1,0,40,0,0,0.1,0,0.08,0.01,0.3,0.03,0,7,0.61,3.4,0,0,原材料配合割合： もちあわ50、もち米50
12,1,おおむぎ　押麦　乾,329,12.7,6.7,1.5,12.2,78.3,2,210,21,40,160,1.1,1.1,0.22,0.86,0,1,0,11,0,0,0.1,0,0.11,0.03,3.4,0.13,0,10,0.4,2.7,0,0,歩留り： 玄皮麦45～55 %、玄裸麦55～65 %食物繊維：AOAC2011.25法
13,1,もろこし　玄穀,344,12,10.3,4.7,9.7,71.1,2,590,16,160,430,3.3,2.7,0.44,1.63,1,1,1,34,0,0,0.5,0,0.35,0.1,6,0.31,0,54,1.42,15,0,0,別名： こうりゃん、ソルガム、たかきび、マイロ
14,1,こめ　［水稲おもゆ］　精白米,19,95,0.3,0,0,4.7,0,4,0,1,4,0,0.1,0.01,0.04,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0.03,0.1,0,0,うるち米弱火で加熱、ガーゼでこしたもの精白米6 g相当量を含む
15,1,こめ　［水稲軟めし］　精白米,113,71.5,1.8,0.3,1.1,26.4,1,20,3,5,24,0.1,0.4,0.08,0.25,0,1,0,21,0,0,0,0,0.02,0.01,0.1,0.01,0,2,0.18,0.3,0,0,別名： なんはん、なんばん、やわらかめしうるち米食物繊維：AOAC2011.25法
16,1,おおむぎ　米粒麦,333,14,7,2.1,8.7,76.2,2,170,17,25,140,1.2,1.2,0.37,0,0,1,0,9,0,0,0.1,0,0.19,0.05,2.3,0.19,0,10,0.64,3.5,0,0,別名： 切断麦白麦を含む歩留り： 玄皮麦40～50 %、玄裸麦50～60 %
17,1,こむぎ　［うどん・そうめん類］　うどん　ゆで,95,75,2.6,0.4,1.3,21.6,120,9,6,6,18,0.2,0.1,0.04,0.12,0,2,1,2,0,0,0.1,0,0.02,0.01,0.2,0.01,0,2,0.13,0.3,0,0.3,きしめん、ひもかわを含む食物繊維：AOAC2011.25法
18,1,こめ　［水稲めし］　黒米,150,62,3.6,1.4,3.3,32.2,0,130,7,55,150,0.4,0.9,0.11,1.95,0,2,1,33,1,0,0.3,0,0.14,0.04,3,0.18,0,19,0.4,2.7,0,0,ポリフェノール：（0.2）ｇ食物繊維：AOAC2011.25法
19,1,こめ　［もち米製品］　赤飯,186,53,4.3,0.6,1.6,41.9,0,71,6,11,34,0.4,0.9,0.13,0.45,0,2,0,61,0,0,0,1,0.05,0.01,0.2,0.03,0,9,0.3,1,0,0,別名： おこわ、こわめし原材料配合割合： もち米100、ささげ10
20,1,こめ　［うるち米製品］　米こうじ,260,33,5.8,1.7,1.4,59.2,3,61,5,16,83,0.3,0.9,0.16,0.74,0,2,0,48,0,0,0.2,0,0.11,0.13,1.5,0.11,0,71,0.42,4.2,0,0,
21,1,こめ　［水稲穀粒］　精白米　うるち米,342,14.9,6.1,0.9,0.5,77.6,1,89,5,23,95,0.8,1.4,0.22,0.81,0,2,0,69,0,0,0.1,0,0.08,0.02,1.2,0.12,0,12,0.66,1.4,0,0,うるち米歩留り： 90～91 %(100 g：120 mL、100 mL：83 g)
22,1,こめ　［水稲穀粒］　七分つき米,348,14.9,6.3,1.5,0.9,76.6,1,120,6,45,180,1.3,1.5,0.23,1.05,0,2,0,73,0,0,0.4,0,0.24,0.03,1.7,0.2,0,15,0.84,2.9,0,0,うるち米歩留り： 92～94 %(100 g：120 mL、100 mL：83 g)
23,1,こめ　［水稲穀粒］　精白米　もち米,343,14.9,6.4,1.2,0.5,77.2,0,97,5,33,100,0.2,1.5,0.22,1.3,0,2,0,79,0,0,0.2,0,0.12,0.02,1.6,0.12,0,12,0.67,1.4,0,0,歩留り： 90～91 %(100 g：120 mL、100 mL：83 g)
24,1,こめ　［水稲穀粒］　はいが精米,343,14.9,6.5,2,1.3,75.8,1,150,7,51,150,0.9,1.6,0.22,1.54,0,2,0,57,0,0,0.9,0,0.23,0.03,3.1,0.22,0,18,1,3.3,0,0,うるち米歩留り： 91～93 %(100 g：120 mL、100 mL：83 g)
